,0
2011044,1
2011045,11
2011046,7
2011047,8
2011048,11
2011049,2
2011050,5
2011051,5
2011052,4
2011053,9
2011054,2
2011055,9
2011056,3
2011057,11
2011058,6
2011059,3
2011060,1
2011061,8
2011062,8
2011063,9
2011064,3
2011065,2
2011066,5
2011067,4
2011068,4
2011069,1
2011070,9
2011071,1
2011072,3
2011073,3
2011074,2
2011075,2
2011076,5
2011077,7
2011078,9
2011079,9
2011080,2
2011081,1
2011082,5
2011083,7
2011084,1
2011085,7
2011086,8
2012001,5
2012002,7
2012003,9
2012004,8
2012005,5
2012006,8
2012007,11
2012008,6
2012009,4
2012010,1
2012011,2
2012012,7
2012013,11
2012014,11
2012015,11
2012016,10
2012017,2
2012018,6
2012019,6
2012020,6
2012021,8
2012022,4
2012023,3
2012024,8
2012025,7
2012026,10
2012027,10
2012028,2
2012029,9
2012030,3
2012031,10
2012032,11
2012033,3
2012034,1
2012035,11
2012036,1
2012037,5
2012038,2
2012039,5
2012040,9
2012041,7
2012042,2
2012043,3
2012044,9
2012045,8
2012046,9
2012047,9
2012048,3
2012049,5
2012050,7
2012051,10
2012052,11
2012053,6
2012054,3
2012055,8
2012056,9
2012057,10
2012058,9
2012059,11
2012060,2
2012061,9
2012062,5
2012063,3
2012064,9
2012065,9
2012066,8
2012067,4
2012068,7
2012069,5
2012070,11
2012071,10
2012072,4
2012073,2
2012074,9
2012075,7
2012076,7
2012077,1
2012078,6
2012079,8
2012080,3
2012081,8
2012082,2
2012083,2
2012084,8
2012085,2
2012086,5
2012087,2
2012088,3
2012089,1
2012090,5
2012091,6
2012092,2
2012093,10
2012094,5
2012095,7
2012096,3
2012097,2
2012098,2
2012099,6
2012100,11
2012101,5
2012102,3
2012103,3
2012104,3
2013001,11
2013002,10
2013003,9
2013004,7
2013005,11
2013006,10
2013007,4
2013008,2
2013009,6
2013010,1
2013011,6
2013012,11
2013013,7
2013014,4
2013015,9
2013016,2
2013017,6
2013018,4
2013019,7
2013020,8
2013021,5
2013022,10
2013023,9
2013024,9
2013025,6
2013026,9
2013027,1
2013028,7
2013029,10
2013030,3
2013031,4
2013032,4
2013033,4
2013034,2
2013035,9
2013036,2
2013037,4
2013038,4
2013039,11
2013040,9
2013041,9
2013042,2
2013043,3
2013044,10
2013045,6
2013046,2
2013047,5
2013048,6
2013049,11
2013050,1
2013051,2
2013052,7
2013053,4
2013054,1
2013055,10
2013056,3
2013057,4
2013058,5
2013059,4
2013060,4
2013061,1
2013062,7
2013063,3
2013064,9
2013065,1
2013066,5
2013067,8
2013068,8
2013069,6
2013070,5
2013071,7
2013072,7
2013073,2
2013074,10
2013075,11
2013076,2
2013077,9
2013078,6
2013079,9
2013080,5
2013081,5
2013082,5
2013083,7
2013084,2
2013085,9
2013086,6
2013087,6
2013088,3
2013089,2
2013090,8
2013091,11
2013092,4
2013093,1
2013094,8
2013095,5
2013096,4
2013097,2
2013098,7
2013099,7
2013100,6
2013101,7
2013102,10
2013103,6
2013104,10
2013105,7
2014001,3
2014002,6
2014003,10
2014004,11
2014005,10
2014006,5
2014007,1
2014008,2
2014009,8
2014010,8
2014011,9
2014012,1
2014013,2
2014014,6
2014015,5
2014016,6
2014017,2
2014018,6
2014019,1
2014020,8
2014021,9
2014022,5
2014023,7
2014024,8
2014025,3
2014026,10
2014027,10
2014028,11
2014029,4
2014030,7
2014031,3
2014032,8
2014033,9
2014034,3
2014035,11
2014036,9
2014037,10
2014038,6
2014039,4
2014040,4
2014041,11
2014042,1
2014043,7
2014044,5
2014045,9
2014046,1
2014047,11
2014048,8
2014049,1
2014050,4
2014051,2
2014052,5
2014053,6
2014054,11
2014055,7
2014056,1
2014057,3
2014058,5
2014059,5
2014060,9
2014061,10
2014062,11
2014063,1
2014064,5
2014065,10
2014066,7
2014067,1
2014068,11
2014069,3
2014070,8
2014071,9
2014072,10
2014073,7
2014074,4
2014075,9
2014076,1
2014077,1
2014078,5
2014079,10
2014080,8
2014081,9
2014082,7
2014083,8
2014084,3
2014085,6
2014086,1
2014087,9
2014088,3
2014089,10
2014090,11
2014091,8
2014092,11
2014093,5
2014094,1
2014095,10
2014096,9
2014097,3
2014098,11
2014099,4
2014100,5
2014101,5
2014102,10
2014103,2
2014104,11
2015001,3
2015002,4
2015003,1
2015004,10
2015005,6
2015006,10
2015007,8
2015008,10
2015009,3
2015010,11
2015011,8
2015012,9
2015013,3
2015014,10
2015015,4
2015016,1
2015017,10
2015018,8
2015019,7
2015020,10
2015021,3
2015022,8
2015023,1
2015024,3
2015025,10
2015026,8
2015027,4
2015028,8
2015029,5
2015030,2
2015031,11
2015032,8
2015033,3
2015034,10
2015035,6
2015036,9
2015037,10
2015038,3
2015039,9
2015040,11
2015041,5
2015042,6
2015043,8
2015044,1
2015045,9
2015046,8
2015047,9
2015048,3
2015049,9
2015050,6
2015051,5
2015052,1
2015053,3
2015054,10
2015055,5
2015056,1
2015057,9
2015058,10
2015059,2
2015060,8
2015061,6
2015062,10
2015063,4
2015064,4
2015065,3
2015066,2
2015067,10
2015068,5
2015069,4
2015070,8
2015071,8
2015072,1
2015073,9
2015074,5
2015075,8
2015076,7
2015077,8
2015078,3
2015079,11
2015080,1
2015081,9
2015082,11
2015083,3
2015084,8
2015085,2
2015086,9
2015087,6
2015088,2
2015089,4
2015090,2
2015091,8
2015092,11
2015093,8
2015094,10
2015095,6
2015096,10
2015097,7
2015098,9
2015099,11
2015100,4
2015101,5
2015102,7
2015103,9
2015104,6
2016001,4
2016002,6
2016003,3
2016004,1
2016005,1
2016006,7
2016007,9
2016008,2
2016009,1
2016010,6
2016011,4
2016012,4
2016013,5
2016014,6
2016015,3
2016016,11
2016017,9
2016018,11
2016019,1
2016020,7
2016021,9
2016022,10
2016023,5
2016024,5
2016025,8
2016026,3
2016027,6
2016028,5
2016029,10
2016030,10
2016031,1
2016032,7
2016033,2
2016034,2
2016035,6
2016036,3
2016037,10
2016038,10
2016039,10
2016040,3
2016041,4
2016042,9
2016043,4
2016044,6
2016045,6
2016046,2
2016047,7
2016048,11
2016049,8
2016050,5
2016051,3
2016052,5
2016053,10
2016054,4
2016055,8
2016056,2
2016057,1
2016058,6
2016059,9
2016060,11
2016061,4
2016062,2
2016063,2
2016064,10
2016065,11
2016066,4
2016067,7
2016068,8
2016069,7
2016070,6
2016071,2
2016072,7
2016073,1
2016074,3
2016075,2
2016076,9
2016077,9
2016078,2
2016079,10
2016080,4
2016081,11
2016082,4
2016083,11
2016084,9
2016085,10
2016086,5
2016087,8
2016088,9
2016089,7
2016090,9
2016091,9
2016092,3
2016093,8
2016094,10
2016095,10
2016096,11
2016097,2
2016098,9
2016099,1
2016100,8
2016101,11
2016102,3
2016103,5
2016104,7
2016105,1
2017001,11
2017002,9
2017003,4
2017004,4
2017005,10
2017006,3
2017007,3
2017008,9
2017009,6
2017010,9
2017011,10
2017012,9
2017013,3
2017014,2
2017015,4
2017016,8
2017017,2
2017018,12
2017019,5
2017020,8
2017021,3
2017022,9
2017023,11
2017024,5
2017025,6
2017026,4
2017027,2
2017028,7
2017029,8
2017030,6
2017031,12
2017032,4
2017033,3
2017034,8
2017035,12
2017036,1
2017037,7
2017038,3
2017039,3
2017040,9
2017041,1
2017042,2
2017043,9
2017044,9
2017045,7
2017046,11
2017047,11
2017048,9
2017049,8
2017050,3
2017051,1
2017052,6
2017053,8
2017054,3
2017055,8
2017056,10
2017057,7
2017058,9
2017059,11
2017060,4
2017061,10
2017062,9
2017063,4
2017064,12
2017065,4
2017066,2
2017067,3
2017068,9
2017069,1
2017070,5
2017071,9
2017072,1
2017073,4
2017074,9
2017075,3
2017076,3
2017077,12
2017078,3
2017079,1
2017080,1
2017081,6
2017082,5
2017083,2
2017084,3
2017085,10
2017086,1
2017087,3
2017088,4
2017089,12
2017090,1
2017091,8
2017092,5
2017093,7
2017094,10
2017095,2
2017096,11
2017097,2
2017098,4
2017099,4
2017100,11
2017101,4
2017102,3
2017103,10
2017104,1
2018001,1
2018002,4
2018003,9
2018004,6
2018005,3
2018006,2
2018007,7
2018008,9
2018009,5
2018010,2
2018011,6
2018012,11
2018013,10
2018014,10
2018015,11
2018016,3
2018017,11
2018018,1
2018019,2
2018020,12
2018021,12
2018022,11
2018023,9
2018024,11
2018025,9
2018026,7
2018027,8
2018028,4
2018029,11
2018030,7
2018031,6
2018032,11
2018033,3
2018034,5
2018035,4
2018036,12
2018037,5
2018038,11
2018039,2
2018040,6
2018041,8
2018042,4
2018043,4
2018044,4
2018045,5
2018046,8
2018047,6
2018048,1
2018049,9
2018050,8
2018051,7
2018052,3
2018053,5
2018054,10
2018055,10
2018056,2
2018057,1
2018058,3
2018059,3
2018060,11
2018061,6
2018062,12
2018063,10
2018064,9
2018065,9
2018066,8
2018067,12
2018068,12
2018069,12
2018070,4
2018071,11
2018072,1
2018073,2
2018074,4
2018075,4
2018076,3
2018077,4
2018078,2
2018079,11
2018080,11
2018081,11
2018082,8
2018083,1
2018084,12
2018085,12
2018086,6
2018087,1
2018088,11
2018089,2
2018090,11
2018091,6
2018092,12
2018093,7
2018094,3
2018095,11
2018096,12
2018097,8
2018098,1
2018099,1
2018100,12
2018101,7
2018102,4
2018103,9
2018104,10
2019001,4
2019002,10
2019003,2
2019004,6
2019005,3
2019006,5
2019007,8
2019008,6
2019009,8
2019010,6
2019011,2
2019012,7
2019013,1
2019014,2
2019015,9
2019016,7
2019017,4
2019018,12
2019019,8
2019020,8
2019021,9
2019022,12
2019023,12
2019024,11
2019025,2
2019026,6
2019027,6
2019028,5
2019029,1
2019030,6
2019031,2
2019032,11
2019033,7
2019034,11
2019035,2
2019036,5
2019037,2
2019038,7
2019039,2
2019040,6
2019041,12
2019042,7
2019043,1
2019044,11
2019045,8
2019046,2
2019047,11
2019048,2
2019049,3
2019050,3
2019051,1
2019052,2
2019053,12
2019054,9
2019055,7
2019056,8
2019057,8
2019058,7
2019059,7
2019060,10
2019061,3
2019062,5
2019063,4
2019064,11
2019065,2
2019066,1
2019067,1
2019068,8
2019069,9
2019070,6
2019071,10
2019072,5
2019073,3
2019074,6
2019075,1
2019076,4
2019077,1
2019078,8
2019079,4
2019080,9
2019081,3
2019082,5
2019083,4
2019084,11
2019085,7
2019086,4
2019087,10
2019088,5
2019089,12
2019090,2
2019091,2
2019092,4
2019093,4
2019094,3
2019095,5
2019096,6
2019097,12
2019098,1
2019099,8
2019100,2
2019101,9
2019102,3
2019103,3
2019104,5
2019105,4
2020001,12
2020002,11
2020003,2
2020004,9
2020005,8
2020006,3
2020007,8
2020008,5
2020009,2
20200010,6
20200011,9
20200012,6
20200013,10
20200014,10
20200015,5
20200016,6
20200017,4
20200018,10
20200019,11
20200020,5
20200021,10
20200022,12
20200023,6
20200024,11
20200025,3
20200026,9
20200027,2
20200028,7
20200029,1
20200030,11
20200031,1
20200032,6
20200033,7
20200034,1
20200035,2
20200036,3
20200037,9
20200038,4
20200039,1
20200040,6
20200041,2
20200042,4
20200043,4
20200044,11
20200045,6
20200046,8
20200047,4
20200048,2
20200049,3
20200050,8
20200051,5
20200052,2
20200053,3
20200054,8
20200055,2
20200056,9
20200057,7
20200058,2
20200059,12
20200060,7
20200061,2
20200062,8
20200063,11
20200064,3
20200065,4
20200066,12
20200067,5
20200068,10
20200069,9
20200070,8
20200071,7
20200072,12
20200073,12
20200074,8
20200075,1
20200076,1
20200077,1
20200078,11
20200079,9
20200080,11
20200081,8
20200082,10
20200083,6
20200084,4
20200085,3
20200086,12
20200087,9
20200088,7
20200089,1
20200090,12
20200091,1
20200092,6
20200093,5
20200094,12
20200095,9
20200096,12
20200097,1
20200098,2
20200099,3
20200100,2
20200101,7
20200102,11
20200103,3
20200104,8
20211001,1
20211002,3
20211003,4
20211004,6
20211005,11
20211006,5
20211007,7
20211008,2
20211009,6
20211010,9
20211011,6
20211012,9
20211013,12
20211014,6
20211015,12
20211016,3
20211017,11
20211018,6
20211019,7
20211020,11
20211021,10
20211022,2
20211023,10
20211024,3
20211025,8
20211026,8
20211027,2
20211028,8
20211029,8
20211030,8
20211031,9
20211032,11
20211033,2
20211034,1
20211035,11
20211036,11
20211037,9
20211038,6
20211039,6
20211040,4
20211041,10
20211042,8
20211043,1
20211044,7
20211045,2
20211046,9
20211047,7
20211048,2
20211049,3
20211050,8
20211051,12
20211052,6
20211053,7
20211054,9
20211055,11
20211056,3
20211057,3
20211058,6
20211059,4
20211060,12
20211061,5
20211062,7
20211063,12
20211064,2
20211065,8
20211066,6
20211067,11
20211068,3
20211069,12
20211070,2
20211071,3
20211072,7
20211073,2
20211074,2
20211075,9
20211076,8
20211077,10
20211078,7
20211079,6
20211080,7
20211081,3
20211082,10
20211083,5
20211084,1
20211085,2
20211086,2
20211087,9
20211088,4
20211089,11
20211090,8
20211091,9
20211092,4
20211093,6
20211094,10
20211095,3
20211096,4
20211097,9
20211098,7
20211099,8
20211100,3
20211101,2
20211102,2
20211103,10
20211104,9
20211105,7
20222001,6
20222002,7
20222003,12
20222004,12
20222005,5
20222006,12
20222007,2
20222008,10
20222009,9
20222010,7
20222011,7
20222012,7
20222013,12
20222014,6
20222015,7
20222016,1
20222017,5
20222018,10
20222019,9
20222020,6
20222021,8
20222022,12
20222023,8
20222024,12
20222025,11
20222026,10
20222027,5
20222028,4
20222029,10
20222030,6
20222031,10
20222032,9
20222033,11
20222034,7
20222035,8
20222036,11
20222037,4
20222038,8
20222039,5
20222040,3
20222041,10
20222042,3
20222043,3
20222044,9
20222045,2
20222046,9
20222047,3
20222048,7
20222049,10
20222050,12
20222051,11
20222052,12
20222053,3
20222054,7
20222055,11
20222056,10
20222057,2
20222058,11
20222059,9
20222060,8
20222061,11
20222062,10
20222063,11
20222064,10
20222065,7
20222066,2
20222067,2
20222068,12
20222069,1
20222070,3
20222071,4
20222072,4
20222073,1
20222074,3
20222075,12
20222076,8
20222077,3
20222078,3
20222079,12
20222080,12
20222081,8
20222082,7
20222083,6
20222084,1
20222085,6
20222086,11
20222087,6
20222088,2
20222089,1
20222090,2
20222091,1
20222092,11
20222093,3
20222094,2
20222095,12
20222096,11
20222097,8
20222098,3
20222099,10
20222100,7
20222101,4
20222102,5
20222103,5
20222104,1
20233001,10
20233002,12
20233003,10
20233004,10
20233005,2
20233006,7
20233007,7
20233008,12
20233009,3
20233010,10
20233011,9
20233012,3
20233013,2
20233014,1
20233015,2
20233016,1
20233017,10
20233018,10
20233019,6
20233020,7
20233021,12
20233022,8
20233023,3
20233024,10
20233025,9
20233026,10
20233027,3
20233028,12
20233029,2
20233030,7
20233031,11
20233032,8
20233033,12
20233034,1
20233035,8
20233036,3
20233037,9
20233038,6
20233039,4
20233040,3
20233041,11
20233042,1
20233043,8
20233044,10
20233045,10
20233046,11
20233047,5
20233048,9
20233049,6
20233050,10
20233051,7
20233052,10
20233053,8
20233054,8
20233055,4
20233056,5
20233057,9
20233058,10
20233059,12
20233060,9
20233061,7
20233062,1
20233063,6
20233064,3
20233065,6
20233066,9
20233067,6
20233068,5
20233069,11
20233070,5
20233071,10
20233072,4
20233073,11
20233074,8
20233075,2
20233076,8
20233077,5
20233078,7
20233079,5
20233080,2
20233081,3
20233082,4
20233083,4
20233084,5
20233085,6
20233086,8
20233087,10
20233088,9
20233089,10
20233090,12
20233091,3
20233092,2
20233093,2
20233094,7
20233095,7
20233096,9
20233097,5
20233098,4
20233099,9
20233100,9
20233101,12
20233102,12
20233103,9
20233104,9
20244001,12
20244002,8
20244003,3
20244004,9
20244005,12
20244006,7
20244007,12
20244008,12
20244009,6
20244010,9
20244011,11
20244012,12
20244013,9
20244014,1
20244015,7
20244016,1
20244017,5
20244018,2
20244019,8
20244020,4
20244021,4
20244022,4
20244023,1
20244024,9
20244025,5
20244026,10
20244027,8
20244028,11
20244029,2
20244030,11
20244031,3
20244032,1
20244033,2
20244034,8
20244035,5
20244036,4
2004001,7
2004002,5
2004003,4
2004004,1
2004005,5
2004006,4
2004007,4
2004008,9
2004009,8
2004010,1
2004011,3
2004012,6
2004013,5
2004014,6
2004015,9
2004016,5
2004017,3
2004018,7
2004019,2
2004020,2
2004021,3
2004022,9
2004023,5
2004024,3
2004025,1
2004026,5
2004027,8
2004028,8
2004029,9
2004030,6
2004031,2
2004032,5
2004033,7
2004034,5
2004035,6
2004036,8
2004037,9
2004038,4
2004039,7
2004040,3
2004041,2
2004042,6
2004043,3
2004044,2
2004045,2
2004046,5
2004047,9
2005001,2
2005002,1
2005003,5
2005004,7
2005005,8
2005006,4
2005007,9
2005008,4
2005009,9
2005010,4
2005011,7
2005012,6
2005013,7
2005014,1
2005015,3
2005016,5
2005017,8
2005018,8
2005019,2
2005020,5
2005021,4
2005022,1
2005023,1
2005024,1
2005025,8
2005026,4
2005027,2
2005028,3
2005029,4
2005030,4
2005031,6
2005032,9
2005033,1
2005034,1
2005035,6
2005036,6
2005037,9
2005038,9
2005039,6
2005040,9
2005041,1
2005042,8
2005043,5
2005044,6
2005045,3
2005046,2
2005047,1
2005048,7
2005049,5
2005050,6
2005051,7
2005052,4
2006001,5
2006002,6
2006003,2
2006004,1
2006005,1
2006006,7
2006007,2
2006008,3
2006009,5
2006010,8
2006011,1
2006012,9
2006013,6
2006014,5
2006015,2
2006016,9
2006017,5
2006018,3
2006019,5
2006020,5
2006021,7
2006022,1
2006023,6
2006024,3
2006025,1
2006026,2
2006027,5
2006028,2
2006029,6
2006030,7
2006031,3
2006032,2
2006033,2
2006034,6
2006035,6
2006036,1
2006037,9
2006038,3
2006039,8
2006040,8
2006041,3
2006042,3
2006043,7
2006044,3
2006045,3
2006046,6
2006047,1
2006048,5
2006049,2
2006050,7
2006051,3
2006052,4
2007001,5
2007002,5
2007003,2
2007004,9
2007005,6
2007006,2
2007007,9
2007008,2
2007009,5
2007010,6
2007011,4
2007012,1
2007013,8
2007014,3
2007015,7
2007016,7
2007017,2
2007018,5
2007019,2
2007020,6
2007021,7
2007022,9
2007023,2
2007024,8
2007025,6
2007026,3
2007027,8
2007028,3
2007029,4
2007030,7
2007031,8
2007032,2
2007033,8
2007034,3
2007035,5
2007036,3
2007037,9
2007038,1
2007039,5
2007040,2
2007041,4
2007042,8
2007043,1
2007044,1
2007045,5
2007046,8
2007047,3
2007048,7
2007049,7
2007050,3
2007051,6
2007052,7
2008001,5
2008002,8
2008003,4
2008004,8
2008005,9
2008006,4
2008007,4
2008008,9
2008009,2
2008010,1
2008011,8
2008012,4
2008013,6
2008014,1
2008015,7
2008016,9
2008017,3
2008018,4
2008019,6
2008020,9
2008021,7
2008022,2
2008023,9
2008024,1
2008025,5
2008026,7
2008027,5
2008028,4
2008029,5
2008030,2
2008031,8
2008032,4
2008033,5
2008034,5
2008035,5
2008036,8
2008037,3
2008038,6
2008039,1
2008040,3
2008041,1
2008042,5
2008043,9
2008044,2
2008045,4
2008046,3
2008047,3
2008048,2
2008049,8
2008050,2
2008051,7
2008052,7
2009001,6
2009002,1
2009003,6
2009004,8
2009005,8
2009006,5
2009007,2
2009008,2
2009009,6
2009010,6
2009011,4
2009012,6
2009013,7
2009014,9
2009015,4
2009016,5
2009017,8
2009018,5
2009019,8
2009020,9
2009021,1
2009022,3
2009023,5
2009024,4
2009025,5
2009026,2
2009027,8
2009028,6
2009029,7
2009030,5
2009031,3
2009032,2
2009033,3
2009034,3
2009035,5
2009036,3
2009037,4
2009038,4
2009039,3
2009040,1
2009041,7
2009042,4
2009043,2
2009044,2
2009045,9
2009046,3
2009047,9
2009048,9
2009049,1
2009050,9
2009051,3
2009052,3
2010001,5
2010002,8
2010003,7
2010004,7
2010005,5
2010006,4
2010007,4
2010008,2
2010009,6
2010010,3
2010011,6
2010012,2
2010013,6
2010014,4
2010015,4
2010016,3
2010017,8
2010018,8
2010019,9
2010020,2
2010021,7
2010022,7
2010023,4
2010024,1
2010025,1
2010026,8
2010027,1
2010028,9
2010029,8
2010030,3
2010031,2
2010032,5
2010033,2
2010034,1
2010035,9
2010036,8
2010037,1
2010038,1
2010039,9
2010040,6
2010041,8
2010042,3
2010043,5
2010044,9
2010045,4
2010046,1
2010047,7
2010048,5
2010049,7
2010050,7
2010051,8
2010052,2
2010053,7
2011001,6
2011002,6
2011003,4
2011004,1
2011005,9
2011006,8
2011007,5
2011008,9
2011009,5
2011010,7
2011011,6
2011012,3
2011013,8
2011014,2
2011015,6
2011016,4
2011017,2
2011018,9
2011019,5
2011020,1
2011021,2
2011022,11
2011023,9
2011024,8
2011025,5
2011026,5
2011027,4
2011028,11
2011029,10
2011030,3
2011031,3
2011032,6
2011033,2
2011034,8
2011035,1
2011036,10
2011037,10
2011038,4
2011039,9
2011040,6
2011041,3
2011042,10
2011043,3
2011044,10
2011045,8
2011046,4
2011047,3
2011048,2
2011049,4
2011050,7
2011051,9
2011052,7
2011053,8
2011054,1
2011055,10
2011056,10
2011057,7
2011058,2
2011059,5
2011060,6
2011061,11
2011062,5
2011063,10
2011064,5
2011065,10
2011066,8
2011067,10
2011068,8
2011069,11
2011070,2
2011071,5
2011072,7
2011073,11
2011074,4
2011075,4
2011076,8
2011077,2
2011078,8
2011079,3
2011080,1
2011081,11
2011082,2
2011083,1
2011084,11
2011085,3
2011086,7
2012001,10
2012002,2
2012003,2
2012004,6
2012005,6
2012006,6
2012007,8
2012008,2
2012009,2
2012010,10
2012011,4
2012012,11
2012013,8
2012014,10
2012015,7
2012016,8
2012017,3
2012018,2
2012019,2
2012020,9
2012021,9
2012022,7
2012023,4
2012024,11
2012025,8
2012026,6
2012027,9
2012028,3
2012029,5
2012030,5
2012031,1
2012032,10
2012033,5
2012034,6
2012035,9
2012036,2
2012037,8
2012038,11
2012039,2
2012040,11
2012041,1
2012042,8
2012043,11
2012044,10
2012045,9
2012046,11
2012047,10
2012048,7
2012049,11
2012050,3
2012051,8
2012052,1
2012053,3
2012054,1
2012055,1
2012056,4
2012057,8
2012058,10
2012059,1
2012060,10
2012061,8
2012062,1
2012063,2
2012064,10
2012065,10
2012066,2
2012067,3
2012068,3
2012069,4
2012070,7
2012071,5
2012072,6
2012073,4
2012074,7
2012075,9
2012076,11
2012077,4
2012078,9
2012079,7
2012080,2
2012081,9
2012082,8
2012083,8
2012084,10
2012085,10
2012086,11
2012087,3
2012088,4
2012089,9
2012090,4
2012091,2
2012092,9
2012093,5
2012094,1
2012095,1
2012096,4
2012097,4
2012098,5
2012099,8
2012100,3
2012101,2
2012102,10
2012103,10
2012104,5
2013001,1
2013002,8
2013003,5
2013004,4
2013005,1
2013006,3
2013007,1
2013008,4
2013009,2
2013010,6
2013011,7
2013012,10
2013013,9
2013014,9
2013015,8
2013016,11
2013017,2
2013018,5
2013019,2
2013020,11
2013021,8
2013022,3
2013023,1
2013024,8
2013025,11
2013026,5
2013027,4
2013028,2
2013029,5
2013030,9
2013031,6
2013032,7
2013033,11
2013034,5
2013035,5
2013036,3
2013037,6
2013038,11
2013039,5
2013040,10
2013041,5
2013042,3
2013043,11
2013044,5
2013045,1
2013046,7
2013047,1
2013048,10
